lon,lat,adresse,code_postal,ville,departement,dep_txt,nom_structure,url_lieu,contact_email,contact_tel,source,url_illustration,code_access,code_label
3.587097,47.800922,4 rue Paul Doumer,89000,AUXERRE,89,D_89,Les Riverains,https://www.lesriverains.org/,,,,,C-F,
3.567285,47.792099,1 bis place de l'Arquebuse,89000,AUXERRE,89,D_89,Maison de la jeunesse Auxerre,mjauxerre.cyber-base.org,dfortrat@cyber-base.org,03 86 72 18 18,,,I,
3.550152,47.800568,1 avenue Rodin,89000,AUXERRE,89,D_89,Mission Locale de l'Auxerrois,,milo.auxerre@milobfc.fr,09 70 19 89 89,,,I,
3.569976,47.795663,9 place du Maréchal Leclerc,89000,AUXERRE,89,D_89,Numog,https://www.numog.com/,,03 86 42 77 45,,,F,
3.259420,48.161076,24  rue Haute,89100,GRON,89,D_89,EPN Maison familiale rurale du Sénonais,www.mfrgron.com,mfr.gron@mfrgron.com,03 86 64 82 82,,,M,
3.286467,48.198624,50 rue du Thenard,89100,SENS,89,D_89,FabLab Pixelibur,https://www.facebook.com/pg/FablabSens/,fablabsens@gmail.com,06 12 26 69 23,,,F,
3.275654,48.191487,29  rue de la Liberté,89100,SENS,89,D_89,Lycée polyvalent régional,www.nord-cotedor.net,0210047m@ac-dijon.fr,03 80 89 70 00,,,O,
3.308496,48.196380,6 rue Henri Sanglier,89100,SENS,89,D_89,Mission Locale du Sénonais,www.missionlocaledusenonais.com,milosenonais@milobfc.fr,03 86 95 11 84,,,I,
3.276234,48.190601,100  rue de la République,89100,SENS,89,D_89,Ville de Sens - Service Informatique,,informatique@mairie-sens.fr,03 86 95 67 25,,,I,
3.095570,47.887432,3  Route de Prunoy,89120,CHARNY,89,D_89,MFS Charny Orée de Puisaye,,mairie-chevillon.89@wanadoo.fr,,,,I,-MSAP-MFS
3.294344,47.736786,7 rue des Montagnes,89130,TOUCY,89,D_89,Bibliothèque municipale Toucy,,bm.toucy@wanadoo.fr,03 86 44 08 41,,,M,
3.260694,48.343793,18 rue de l'Hôtel de Ville,89140,SERGINES,89,D_89,MSAP Yonne Nord,,msap@ccyn.fr,,,,I,-MSAP
4.163566,47.775155,11 Place Clermont Tonnerre,89160,ANCY-LE-FRANC,89,D_89,MSAP Ancy le Franc,,Rsp.tanlay@letonnerroisenbourgogne.fr,,,,I,-MSAP
3.069992,47.642826,rue du Moulin de l'Arche,89170,SAINT-FARGEAU,89,D_89,MSAP Saint-Fargeau,,msap.saint-fargeau@laposte.fr,,,,I,-MSAP
3.557569,48.233735,1 B Place de la Liberté,89190,VILLENEUVE-L'ARCHEVÊQUE,89,D_89,MSAP Villeneuve l'Archevêque,,msap.villeneuve-l-archeveque@laposte.fr,,,,I,-MSAP
3.917856,47.486092,Avenue Pierre Vigoureux,89200,AVALLON,89,D_89,Maison de l'Image et des nouvelles technologies Avallon,www.maisonimage.org,m-d-image@wanadoo.fr,03 86 31 64 72,,,O,
3.907243,47.487707,55  grande rue A. Briand,89200,AVALLON,89,D_89,Mission Locale Rurale du Tonnerrois et de l'Avalonnais Avallon,www.la-place.org,milo.avallon@mlbourgogne.fr,03 86 34 47 40,,,I,
2.948545,47.700930,Place de la Libération,89220,BLENEAU,89,D_89,MSAP Bléneau,,msapbleneau@orange.fr,,,,I,-MSAP
3.682111,47.896287,rue de la Mairie,89230,VENOUSE,89,D_89,La Grange de Beauvais,https://www.helloasso.com/associations/association-grange-de-beauvais,,,,,F,
3.600869,47.902810,6 rue Gatelot,89250,SEIGNELAY,89,D_89,MSAP Seignelay,,msap@seignelay.fr,,,,I,-MSAP
3.759823,47.603363,1 rue du fossé au veau,89270,ARCY-SUR-CURE,89,D_89,MSAP Agence postale Arcy-sur-cure,,arcy.rsp@orange.fr,,,,I,-MSAP
3.680576,47.599156,18 rue Camelinat,89270,MAILLY-LA-VILLE,89,D_89,MSAP Mailly-la-Ville,,mville.rsp@orange.fr,,,,I,-MSAP
3.416310,47.977261,2 Rue des Ingles,89300,JOIGNY,89,D_89,Espace jeunes Cyber-base de Joigny,www.cyber-base.org,luc.leaute@cyber-base.org,03 86 91 43 31,,,M-I,
3.994644,47.694475,15 Promenade du Pré de l'Echelle,89310,NOYERS,89,D_89,MSAP Noyers,,msap.noyers@laposte.fr,,,,I,-MSAP
3.426606,48.167365,5 route du miroir,89320,LES VALLEES DE LA VANNE,89,D_89,MFS les Vallées de la Vanne,,msap@les-vallees-de-la-vanne.fr,03 73 74 95 86,,,I,-MSAP-MFS
3.313342,48.025796,25  rue Verdeau,89330,VILLEVALLIER,89,D_89,Maison Familiale Rurale du Jovinien,,mfr.villevallier@mfr.asso.fr,03 86 91 12 15,,,F-O,
3.063466,48.332378,,89340,VILLENEUVE-LA-GUYARD,89,D_89,MSAP du Sivom du Nord Senonais,,,,,,I,-MSAP
3.071567,47.779869,5 rue Arsène Duguyot,89350,CHAMPIGNELLES,89,D_89,MSAP Champignelles,,msap.champignelles@orange.fr,,,,I,-MSAP
3.524772,47.960738,25 rue Gabriel Cordier,89400,MIGENNES,89,D_89,Mission Locale du Migennois et du Jovinien,missionslocales-bfc.fr/mission-locale-migennois-jovinien/,milomigennoisjovinien@milobfc.fr,03 86 80 00 67,,,I,
4.085383,47.847308,1 rue Haute de Fossés,89430,TANLAY,89,D_89,MSAP Tanlay,,,,,,I,-MSAP
4.004362,47.585063,3 avenue du parc,89440,L'ISLE SUR SEREIN,89,D_89,MSAP L'isle sur Serein,,msap.l-isle-sur-serein@laposte.fr,,,,I,-MSAP
3.755074,47.480742,12 grande rue,89450,ASQUINS,89,D_89,Club informatique asquinois,,cia.asquins@wanadoo.fr,03 86 33 36 04,,,F,
3.690160,47.683260,Rue d'Orléans,89460,CRAVANT,89,D_89,MSAP Cravant,,cravant.rsp@orange.fr,,,,I,-MSAP
3.539770,47.526418,place de l'Hôtel de Ville,89480,COULANGES-SUR-YONNE,89,D_89,MSAP Coulanges sur Yonne,,msap.ccfvy@orange.fr,,,,I,-MSAP
3.195223,47.617932,1   Place Paultre des Ormes,89520,SAINT-SAUVEUR-EN-PUISAYE,89,D_89,MSAP Saint-Sauveur en Puisaye,,rspsaintsauveur@orange.fr,,,,I,-MSAP
3.718873,47.998821,7 rue de l'Ile de France,89600,SAINT FLORENTIN,89,D_89,Cyber Base Emploi Saint-Florentin,www.mdeauxerrois.com,sguerin@mdeauxerrois.com,03 86 56 26 57,,,M-I,
3.997640,47.368857,1 place de l'Eglise,89630,QUARRE-LES-TOMBES,89,D_89,MSAP Quarré-les-Tombes,,mairie-quarre@wanadoo.fr,,,,I,-MSAP
3.634247,47.531499,1 Place Aristide Briand,89660,CHÂTEL-CENSOIR,89,D_89,MSAP Châtel-Censoir,,msapchatelcensoir@orange.fr,,,,I,-MSAP
3.636625,47.596704,32 Rue Comtesse Mahaut,89660,MAILLY-LE-CHÂTEAU,89,D_89,MSAP Mailly le Château,,mlc89.rsp@orange.fr,,,,I,-MSAP
2.998647,48.202902,13 rue de Paris,89690,CHEROY,89,D_89,MFS Chéroy,,sylvie.chassanis@laposte.fr,,,,I,-MSAP
3.974495,47.857774,3 rue Claude Aillot,89700,TONNERRE,89,D_89,Mission Locale du Tonnerrois et de l'Avallonnais,mirta.com,milotonnerroisavallonnais@milobfc.fr,03 86 55 17 33,,,I,
3.974558,47.858071,2 avenue de la Gare - Immeuble Sémaphore,89700,TONNERRE,89,D_89,MSAP Tonnerre,,rsp@letonnerroisenbourgogne.fr,,,,I,-MSAP
3.799606,47.814028,7  bd docteur Tacussel,89800,CHABLIS,89,D_89,Centre communal d'action sociale Chablis,,mairie@chablis.net,03 86 42 84 81,,,I,
6.854932,47.637960,3 rue Jules Vallès,90000,BELFORT,90,D_90,Bureau Information Jeunesse de Belfort,http://www.jeunes-fc.com/,bij.belfort@laposte.net,03 84 90 11 11,,,I,
6.844077,47.642560,Rue Becquerel,90000,BELFORT,90,D_90,Innovation Crunch Lab,http://openlab.utbm.fr/,contact.crunchlab@utbm.fr,03 84 58 33 48,,,F,
6.843149,47.642246,3  rue Edouard Branly,90000,BELFORT,90,D_90,La Cinquième Dimension,http://www.la5d.fr/,,03 39 03 39 70,,,F,
6.857164,47.641017,53 Faubourg des Ancêtres,90000,BELFORT,90,D_90,Les Médianautes,http://www.lesmedianautes.com/,les.medianautes@laposte.net,03 84 22 63 21,,,T,
6.843149,47.642246,3  rue Edouard Branly,90000,BELFORT,90,D_90,L'Usine,http://www.lusineabelfort.fr,cooperer@lusineabelfort.fr,03 39 03 39 70,,,F,
6.844210,47.634201,12 place de l'Europe,90020,BELFORT,90,D_90,Mission Locale du territoire de Belfort,mission-locale90.fr,miloterritoiredebelfort@milobfc.fr,03 84 90 40 10,,,I,
6.963542,47.700048,Association AILE Club informatique Ecole élémentaire 21  rue Principale,90110,SAINT GERMAIN LE CHATELET,90,D_90,A.I.L.E. - club informatique,,info.stgermainchatel@free.fr,03 84 23 09 80,,,F,
6.917253,47.564492,1 rue de la Varonne,90140,BOUROGNE,90,D_90,Espace Multimédia Gantner,http://www.espacemultimediagantner.cg90.net/,info@espacemultimediagantner.cg90.net,03 84 23 59 72,,,M,
6.821007,47.745098,Place des Commandos d'Afrique,90200,GIROMAGNY,90,D_90,Point Information Jeunesse de Giromagny,http://www.csgiro.fr.st/,stf.gui@wanadoo.fr,03 84 29 03 90,,,I,
3.149089,46.869252,D907,58470,MAGNY-COURS,58,D_58,Agropôle du Marault,https://www.facebook.com/agropoledumarault/?rf=142659843033336,agropoledumarault@gmail.com,03 86 21 08 60,,,F,
6.039008,46.706329,1  route d'Arsure,39150,BIEF-DES-MAISONS,39,D_39,Mairie de Bief des Maisons,,,,,,I,APTIC
4.358933,46.674540,9A  rue de Saint Eloi,71300,MONTCEAU LES MINES,71,D_71,APOR Formation,http://www.apor-formation.fr/,apor.formation@gmail.com,03 85 58 71 72,,,O,APTIC
4.913048,46.561661,10  rue Désiré Mathivet,71700,TOURNUS,71,D_71,Chez ta sœur,https://www.facebook.com/cheztasoeurtournus,cheztasoeur@outlook.com,,,,F,
